SalesOrderLineKey,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Unit Price Discount Pct,Product Standard Cost,Total Product Cost,Sales Amount,,
43725001,13258,311,20170704,20170714,20170711,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43727001,16607,311,20170704,20170714,20170711,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43728001,27666,313,20170705,20170715,20170712,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43731001,16629,314,20170705,20170715,20170712,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43733001,27577,312,20170705,20170715,20170712,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43734001,27604,312,20170705,20170715,20170712,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43735001,16522,310,20170705,20170715,20170712,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43737001,13261,311,20170706,20170716,20170713,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43738001,11606,312,20170706,20170716,20170713,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43739001,13563,310,20170706,20170716,20170713,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43740001,16527,312,20170706,20170716,20170713,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43741001,27671,310,20170706,20170716,20170713,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43742001,13576,314,20170706,20170716,20170713,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43744001,16631,313,20170706,20170716,20170713,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43745001,16514,311,20170707,20170717,20170714,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43746001,16616,312,20170707,20170717,20170714,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43747001,27623,314,20170707,20170717,20170714,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43748001,27625,313,20170707,20170717,20170714,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43749001,27636,314,20170707,20170717,20170714,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43750001,11591,311,20170707,20170717,20170714,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43751001,11592,313,20170707,20170717,20170714,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43752001,13265,311,20170707,20170717,20170714,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43753001,16482,310,20170707,20170717,20170714,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43754001,27617,312,20170708,20170718,20170715,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43755001,27670,311,20170708,20170718,20170715,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43758001,27646,310,20170708,20170718,20170715,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43759001,13257,310,20170708,20170718,20170715,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43760001,16352,314,20170708,20170718,20170715,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43761001,16493,310,20170708,20170718,20170715,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43762001,27578,314,20170709,20170719,20170716,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43763001,16525,313,20170709,20170719,20170716,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43764001,16612,310,20170709,20170719,20170716,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43766001,16518,313,20170709,20170719,20170716,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43768001,27649,312,20170710,20170720,20170717,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43769001,21659,312,20170710,20170720,20170717,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43770001,27614,312,20170710,20170720,20170717,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43772001,16524,312,20170710,20170720,20170717,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43773001,16526,314,20170710,20170720,20170717,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43774001,16348,313,20170710,20170720,20170717,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43776001,13260,314,20170710,20170720,20170717,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43777001,16515,311,20170710,20170720,20170717,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43780001,11599,311,20170711,20170721,20170718,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43781001,16495,312,20170711,20170721,20170718,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43782001,16516,312,20170711,20170721,20170718,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43783001,16620,312,20170711,20170721,20170718,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43784001,27667,310,20170712,20170722,20170719,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43785001,11601,311,20170712,20170722,20170719,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43786001,11607,311,20170712,20170722,20170719,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43791001,16484,314,20170712,20170722,20170719,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43792001,16623,312,20170712,20170722,20170719,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43795001,27615,312,20170713,20170723,20170720,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43797001,16345,312,20170713,20170723,20170720,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43798001,16521,310,20170713,20170723,20170720,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43799001,16636,312,20170713,20170723,20170720,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43800001,21710,311,20170713,20170723,20170720,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43801001,13583,311,20170713,20170723,20170720,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43802001,11593,312,20170713,20170723,20170720,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43803001,21741,314,20170714,20170724,20170721,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43804001,13585,310,20170714,20170724,20170721,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43806001,16523,312,20170714,20170724,20170721,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43807001,11611,312,20170714,20170724,20170721,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43808001,13259,313,20170714,20170724,20170721,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43809001,16350,310,20170714,20170724,20170721,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43812001,27662,312,20170715,20170725,20170722,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43815001,16494,311,20170715,20170725,20170722,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43816001,16496,314,20170715,20170725,20170722,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43817001,16519,310,20170715,20170725,20170722,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43818001,16528,312,20170715,20170725,20170722,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43820001,27651,312,20170715,20170725,20170722,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43821001,27663,310,20170715,20170725,20170722,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43822001,27669,313,20170715,20170725,20170722,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43825001,16349,313,20170715,20170725,20170722,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43828001,27605,310,20170716,20170726,20170723,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43829001,27611,310,20170716,20170726,20170723,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43830001,16347,311,20170716,20170726,20170723,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43832001,13584,310,20170716,20170726,20170723,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43833001,21727,310,20170716,20170726,20170723,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43838001,27641,313,20170717,20170727,20170724,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43839001,27673,311,20170717,20170727,20170724,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43841001,13406,314,20170717,20170727,20170724,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43842001,16630,312,20170717,20170727,20170724,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43918001,22041,313,20170717,20170727,20170724,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43919001,12124,314,20170717,20170727,20170724,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43920001,28066,313,20170717,20170727,20170724,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43921001,16743,313,20170717,20170727,20170724,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43922001,13546,310,20170717,20170727,20170724,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43923001,28018,312,20170718,20170728,20170725,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43924001,12132,310,20170718,20170728,20170725,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43925001,16661,314,20170718,20170728,20170725,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43927001,16662,314,20170718,20170728,20170725,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43928001,16740,313,20170718,20170728,20170725,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43930001,28038,312,20170719,20170729,20170726,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43931001,13548,313,20170719,20170729,20170726,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43932001,16741,314,20170719,20170729,20170726,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43936001,28065,311,20170719,20170729,20170726,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43937001,17047,312,20170719,20170729,20170726,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43938001,16686,310,20170719,20170729,20170726,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43939001,16659,312,20170719,20170729,20170726,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43941001,13600,314,20170720,20170730,20170727,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43942001,17051,310,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43945001,16675,310,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43946001,16687,313,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43947001,16712,310,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43949001,27726,310,20170720,20170730,20170727,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43950001,28014,311,20170720,20170730,20170727,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43951001,16696,311,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43952001,16639,312,20170720,20170730,20170727,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43954001,13602,311,20170721,20170731,20170728,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43955001,13661,314,20170721,20170731,20170728,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43957001,28068,313,20170721,20170731,20170728,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43958001,16658,312,20170721,20170731,20170728,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43961001,28031,311,20170722,20170801,20170729,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43962001,28076,312,20170722,20170801,20170729,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43963001,16685,314,20170722,20170801,20170729,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43964001,16745,312,20170722,20170801,20170729,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43967001,28040,313,20170722,20170801,20170729,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43968001,28067,313,20170722,20170801,20170729,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43969001,28071,310,20170722,20170801,20170729,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43970001,16684,311,20170722,20170801,20170729,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43971001,16657,314,20170722,20170801,20170729,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43972001,21939,314,20170723,20170802,20170730,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43973001,28039,312,20170723,20170802,20170730,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43974001,13687,312,20170723,20170802,20170730,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43975001,13540,312,20170723,20170802,20170730,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43976001,28063,310,20170723,20170802,20170730,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43977001,16703,312,20170723,20170802,20170730,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43978001,28030,310,20170723,20170802,20170730,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43981001,16664,314,20170723,20170802,20170730,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43983001,28017,314,20170724,20170803,20170731,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43984001,13545,311,20170724,20170803,20170731,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43985001,13515,313,20170724,20170803,20170731,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43986001,28070,310,20170724,20170803,20170731,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43987001,28042,310,20170724,20170803,20170731,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43989001,28083,312,20170724,20170803,20170731,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43991001,16660,310,20170724,20170803,20170731,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43992001,16638,311,20170724,20170803,20170731,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43993001,16929,314,20170725,20170804,20170801,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43994001,27681,314,20170725,20170804,20170801,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43995001,21813,312,20170725,20170804,20170801,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43996001,27920,310,20170725,20170804,20170801,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43997001,28022,310,20170725,20170804,20170801,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
43999001,28047,311,20170725,20170804,20170801,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44000001,27918,311,20170726,20170805,20170802,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44001001,28044,313,20170726,20170805,20170802,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44004001,28061,310,20170726,20170805,20170802,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44006001,16744,310,20170726,20170805,20170802,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44008001,27678,312,20170726,20170805,20170802,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44009001,27759,314,20170726,20170805,20170802,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44010001,13680,310,20170726,20170805,20170802,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44011001,13514,310,20170726,20170805,20170802,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44013001,16928,312,20170726,20170805,20170802,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44014001,27917,313,20170727,20170806,20170803,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44015001,13693,311,20170727,20170806,20170803,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44017001,28078,310,20170727,20170806,20170803,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44019001,16701,310,20170727,20170806,20170803,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44020001,16931,311,20170727,20170806,20170803,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44022001,22008,313,20170728,20170807,20170804,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44024001,16663,314,20170728,20170807,20170804,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44025001,16708,314,20170728,20170807,20170804,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44026001,17045,310,20170728,20170807,20170804,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44027001,21921,310,20170728,20170807,20170804,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44028001,17048,312,20170728,20170807,20170804,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44030001,12131,311,20170729,20170808,20170805,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44031001,13689,313,20170729,20170808,20170805,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44033001,16693,314,20170729,20170808,20170805,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44034001,16702,313,20170729,20170808,20170805,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44035001,16707,312,20170729,20170808,20170805,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44036001,17046,310,20170729,20170808,20170805,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44041001,16742,313,20170729,20170808,20170805,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44042001,13678,313,20170730,20170809,20170806,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44043001,13679,311,20170730,20170809,20170806,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44044001,13690,314,20170730,20170809,20170806,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44046001,28064,313,20170730,20170809,20170806,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44048001,16713,314,20170730,20170809,20170806,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44049001,13538,314,20170730,20170809,20170806,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44050001,17050,310,20170730,20170809,20170806,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44051001,13691,310,20170731,20170810,20170807,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44052001,16637,314,20170731,20170810,20170807,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44054001,13542,314,20170731,20170810,20170807,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44055001,13543,310,20170731,20170810,20170807,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44056001,13559,314,20170731,20170810,20170807,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44059001,16688,313,20170731,20170810,20170807,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44061001,27919,310,20170801,20170811,20170808,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44062001,28041,310,20170801,20170811,20170808,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44064001,22050,310,20170801,20170811,20170808,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44065001,28062,310,20170801,20170811,20170808,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44067001,17049,310,20170801,20170811,20170808,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44068001,13541,313,20170802,20170812,20170809,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44071001,16691,313,20170802,20170812,20170809,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44072001,16656,311,20170802,20170812,20170809,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44134001,13821,310,20170803,20170813,20170810,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44135001,28156,310,20170803,20170813,20170810,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44136001,22114,311,20170803,20170813,20170810,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44137001,17328,314,20170803,20170813,20170810,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44138001,13765,310,20170804,20170814,20170811,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44139001,13792,311,20170804,20170814,20170811,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44140001,12221,311,20170804,20170814,20170811,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44141001,13572,313,20170804,20170814,20170811,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44142001,22058,313,20170804,20170814,20170811,6,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44143001,28145,313,20170804,20170814,20170811,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44144001,17071,312,20170804,20170814,20170811,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44145001,17309,310,20170804,20170814,20170811,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44146001,17310,313,20170804,20170814,20170811,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44147001,17320,310,20170804,20170814,20170811,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44148001,28172,310,20170805,20170815,20170812,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44149001,17242,312,20170805,20170815,20170812,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44150001,17315,312,20170805,20170815,20170812,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44153001,28168,312,20170806,20170816,20170813,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44154001,28181,311,20170806,20170816,20170813,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44155001,28131,313,20170806,20170816,20170813,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44157001,17055,314,20170806,20170816,20170813,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44158001,13567,311,20170807,20170817,20170814,8,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44159001,28182,311,20170807,20170817,20170814,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44160001,28186,312,20170807,20170817,20170814,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44161001,13772,314,20170808,20170818,20170815,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44162001,28185,311,20170808,20170818,20170815,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44163001,28193,314,20170808,20170818,20170815,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44164001,28088,310,20170808,20170818,20170815,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44165001,17065,313,20170808,20170818,20170815,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44167001,17308,314,20170808,20170818,20170815,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44168001,12211,313,20170809,20170819,20170816,7,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44169001,28179,311,20170809,20170819,20170816,1,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44170001,28183,314,20170809,20170819,20170816,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44171001,28112,313,20170809,20170819,20170816,4,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44173001,13784,312,20170810,20170820,20170817,10,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
44174001,17229,311,20170810,20170820,20170817,9,1,3578.27,3578.27,0,2171.2942,2171.2942,3578.27,,
